fight_id,R_fighter,R_nickname,B_fighter,B_nickname,Winner,date,year,R_odds,B_odds,R_wins,R_losses,R_draw,B_wins,B_losses,B_draw,R_age,B_age,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,R_Stance,B_Stance,weight_class,title_bout,win_by,last_round,last_round_time,R_avg_SIG_STR_pct,B_avg_SIG_STR_pct,R_avg_SUB_ATT,B_avg_SUB_ATT,R_avg_TD_pct,B_avg_TD_pct,R_current_win_streak,B_current_win_streak,event,location
ufc_fight_02654,Dricus du Plessis,Stillknocks,Robert Whittaker,The Reaper,Robert Whittaker,2019-08-20,2019,105,-105,16,7,0,23,3,0,28,29,180,170,185,168,Switch,Orthodox,Middleweight,False,KO/TKO,2,3:53,37.4,60.44,3.23,4.77,23.16,55.49,5,11,UFC 219,Los Angeles
ufc_fight_02655,Yair Rodriguez,El Pantera,Chan Sung Jung,The Korean Zombie,Yair Rodriguez,2014-10-07,2014,-400,320,17,3,1,23,7,0,28,28,179,180,194,174,Orthodox,Southpaw,Featherweight,False,KO/TKO,1,3:44,43.62,50.78,0.27,1.64,23.86,32.78,7,5,UFC 213,Australia
ufc_fight_02656,Jon Jones,Bones,Glover Teixeira,,Jon Jones,2014-01-25,2014,200,-250,25,4,0,26,0,0,37,32,170,179,165,193,Orthodox,Orthodox,Light Heavyweight,False,Submission,1,0:26,68.28,66.51,4.89,4.92,60.99,14.41,1,3,UFC Fight Night 110,Australia
ufc_fight_02657,Arnold Allen,Almighty,Deiveson Figueiredo,Deus da Guerra,Arnold Allen,2018-09-13,2018,-180,150,16,0,0,18,1,0,26,28,169,174,188,201,Southpaw,Switch,Featherweight,False,Decision - Majority,3,5:00,57.64,37.67,4.13,3.92,58.2,14.36,0,7,UFC 290,London
ufc_fight_02658,Robert Whittaker,The Reaper,Cain Velasquez,,Cain Velasquez,2022-05-10,2022,-200,170,15,6,0,9,5,1,23,37,179,175,181,203,Switch,Orthodox,Middleweight,False,Decision - Split,3,5:00,55.92,35.75,4.27,4.32,15.68,13.86,7,6,UFC 267,London
ufc_fight_02659,Nate Diaz,,Colby Covington,Chaos,Nate Diaz,2020-03-20,2020,-250,200,11,2,0,26,5,0,33,23,186,182,167,203,Southpaw,Orthodox,Welterweight,False,KO/TKO,2,4:39,58.96,33.13,1.99,2.63,54.71,43.21,9,11,UFC 180,London
ufc_fight_02660,Ilia Topuria,El Matador,Max Holloway,Blessed,Ilia Topuria,2014-03-29,2014,105,-115,10,8,0,13,1,0,35,32,184,177,209,213,Orthodox,Orthodox,Featherweight,False,Decision - Unanimous,3,5:00,68.88,34.17,1.71,3.91,27.45,54.25,0,12,UFC Fight Night 161,London
ufc_fight_02661,Georges St-Pierre,GSP,Vicente Luque,The Silent Assassin,Georges St-Pierre,2022-03-17,2022,-105,105,10,8,1,16,1,1,33,29,176,190,192,172,Orthodox,Switch,Welterweight,False,Decision - Unanimous,3,5:00,68.49,43.56,0.01,0.78,50.33,16.8,11,0,UFC 152,London
ufc_fight_02662,Alexander Volkanovski,The Great,Frankie Edgar,The Answer,Alexander Volkanovski,2019-07-04,2019,105,-105,15,5,0,26,0,1,35,36,176,170,198,214,Orthodox,Orthodox,Featherweight,False,Decision - Split,3,5:00,53.44,62.64,1.53,0.74,36.17,33.06,1,3,UFC Fight Night 181,London
ufc_fight_02663,Nick Diaz,,Francis Ngannou,The Predator,Francis Ngannou,2024-01-02,2024,130,-150,11,4,0,21,5,1,35,28,170,186,171,210,Southpaw,Orthodox,Welterweight,False,Decision - Split,3,5:00,30.52,46.56,2.97,4.36,77.5,25.01,9,12,UFC 271,Los Angeles
ufc_fight_02664,Luke Rockhold,,Jared Cannonier,The Killa Gorilla,Jared Cannonier,2022-10-15,2022,200,-250,10,5,1,21,1,0,34,39,176,185,205,169,Orthodox,Orthodox,Middleweight,True,Decision - Unanimous,5,5:00,63.26,43.33,3.4,2.59,56.78,29.03,11,3,UFC 156,London
ufc_fight_02665,Belal Muhammad,Remember the Name,Tyron Woodley,The Chosen One,Tyron Woodley,2017-10-18,2017,105,-115,15,2,1,27,4,1,35,23,180,200,198,211,Switch,Southpaw,Welterweight,False,Decision - Split,3,5:00,31.56,53.81,1.66,1.03,41.08,51.83,6,10,UFC 199,Canada
ufc_fight_02666,Ciryl Gane,Bon Gamin,Cain Velasquez,,Ciryl Gane,2018-01-08,2018,150,-180,27,5,1,20,4,1,35,38,165,186,179,168,Southpaw,Orthodox,Heavyweight,False,KO/TKO,3,0:18,33.29,30.79,0.94,1.36,21.37,61.9,2,0,UFC 163,Los Angeles
ufc_fight_02667,Aljamain Sterling,Funk Master,Dominick Cruz,The Dominator,Aljamain Sterling,2022-01-14,2022,-180,150,13,2,0,26,1,0,24,29,181,197,173,169,Southpaw,Orthodox,Bantamweight,True,Decision - Split,5,5:00,47.22,53.02,3.93,0.59,42.34,58.61,2,2,UFC 255,Australia
ufc_fight_02668,Luke Rockhold,,Paulo Costa,The Eraser,Paulo Costa,2023-05-30,2023,-300,250,28,1,1,16,2,0,35,35,184,198,171,196,Southpaw,Orthodox,Middleweight,False,KO/TKO,1,0:02,59.31,56.06,4.82,4.06,25.48,68.97,8,3,UFC 277,Las Vegas
ufc_fight_02669,Belal Muhammad,Remember the Name,Colby Covington,Chaos,Belal Muhammad,2015-03-15,2015,-250,200,12,6,0,8,8,0,25,25,181,188,189,170,Orthodox,Southpaw,Welterweight,False,Decision - Majority,3,5:00,38.45,63.99,0.7,2.77,79.14,21.87,5,0,UFC 174,Los Angeles
ufc_fight_02670,Alexandre Pantoja,The Cannibal,Deiveson Figueiredo,Deus da Guerra,Deiveson Figueiredo,2016-11-08,2016,200,-250,10,8,1,12,4,1,37,30,188,194,191,197,Orthodox,Orthodox,Flyweight,False,Decision - Split,3,5:00,62.68,35.33,0.57,3.32,55.39,33.38,9,8,UFC Fight Night 174,Las Vegas
ufc_fight_02671,Dan Hooker,The Hangman,Justin Gaethje,The Highlight,Dan Hooker,2014-08-12,2014,-300,250,15,4,1,11,8,1,32,33,185,184,168,175,Orthodox,Orthodox,Lightweight,False,KO/TKO,1,4:25,48.73,39.81,0.21,0.23,31.93,13.42,8,0,UFC Fight Night 229,Los Angeles
ufc_fight_02672,Alexander Volkanovski,The Great,Jose Aldo,Junior,Jose Aldo,2020-10-09,2020,320,-400,12,3,0,10,5,0,35,27,181,172,169,176,Southpaw,Orthodox,Featherweight,False,Submission,1,2:21,41.84,33.3,3.12,0.72,39.67,48.58,0,7,UFC 160,Las Vegas
ufc_fight_02673,Israel Adesanya,The Last Stylebender,Chris Weidman,The All-American,Chris Weidman,2016-09-27,2016,170,-200,28,8,0,20,7,0,37,35,195,171,183,188,Southpaw,Switch,Middleweight,False,Decision - Split,3,5:00,41.34,34.44,3.02,4.89,13.67,74.2,12,10,UFC 172,Los Angeles
ufc_fight_02674,Brian Ortega,T-City,Eddie Alvarez,,Eddie Alvarez,2023-04-23,2023,320,-400,28,2,0,11,1,0,36,30,177,192,189,193,Switch,Orthodox,Featherweight,False,Decision - Unanimous,3,5:00,69.66,60.21,2.02,0.05,28.82,47.17,0,5,UFC 195,Los Angeles
ufc_fight_02675,Henry Cejudo,The Messenger,Brandon Moreno,The Assassin Baby,Henry Cejudo,2024-01-18,2024,-400,320,19,4,0,22,5,1,28,29,172,176,206,187,Orthodox,Orthodox,Flyweight,False,Submission,2,0:20,51.61,41.95,0.54,1.16,29.12,45.35,2,1,UFC Fight Night 236,Canada
ufc_fight_02676,Michael Chiesa,Maverick,Alexander Volkanovski,The Great,Alexander Volkanovski,2019-12-13,2019,-400,320,28,1,0,19,1,0,39,32,183,200,182,168,Orthodox,Orthodox,Lightweight,False,Decision - Unanimous,3,5:00,52.14,61.6,0.71,1.87,35.86,63.16,5,12,UFC Fight Night 107,Las Vegas
ufc_fight_02677,Chris Weidman,The All-American,Paulo Costa,The Eraser,Paulo Costa,2024-06-04,2024,-300,250,19,2,0,19,2,0,30,25,177,166,188,197,Orthodox,Orthodox,Middleweight,False,Submission,3,2:48,64.61,32.57,2.84,0.86,74.53,10.52,6,4,UFC 227,Australia
ufc_fight_02678,Beneil Dariush,,Khabib Nurmagomedov,The Eagle,Khabib Nurmagomedov,2023-01-27,2023,130,-150,15,5,0,14,1,1,36,39,172,169,175,175,Southpaw,Orthodox,Lightweight,False,Decision - Unanimous,3,5:00,41.83,52.35,3.57,0.27,32.16,47.51,6,12,UFC Fight Night 117,Canada
ufc_fight_02679,Carla Esparza,Cookie Monster,Weili Zhang,Magnum,Carla Esparza,2023-08-12,2023,-180,150,23,3,0,12,8,0,25,30,177,187,188,189,Switch,Orthodox,Women's Strawweight,True,KO/TKO,4,0:38,46.92,40.33,4.64,4.8,23.57,25.52,12,12,UFC Fight Night 153,Los Angeles
ufc_fight_02680,Anderson Silva,The Spider,Sean Strickland,Tarzan,Sean Strickland,2020-04-07,2020,105,-105,28,5,1,12,8,0,38,33,200,182,172,174,Orthodox,Orthodox,Middleweight,False,Decision - Unanimous,3,5:00,68.17,34.22,0.23,4.03,66.87,66.87,0,12,UFC 177,New York
ufc_fight_02681,Yoel Romero,Soldier of God,Chris Weidman,The All-American,Yoel Romero,2021-06-30,2021,-150,130,20,7,1,19,2,1,31,39,172,194,173,177,Orthodox,Orthodox,Middleweight,False,Submission,2,1:55,55.69,45.87,0.53,0.92,45.43,36.26,2,6,UFC 283,Las Vegas
ufc_fight_02682,Cory Sandhagen,The Sandman,Sean O'Malley,Suga,Cory Sandhagen,2015-02-26,2015,-115,105,12,3,0,19,4,0,25,36,176,178,180,182,Southpaw,Switch,Bantamweight,False,Decision - Majority,3,5:00,67.99,40.96,2.99,0.57,27.82,30.69,11,4,UFC 220,London
ufc_fight_02683,Sean O'Malley,Suga,Song Yadong,,Sean O'Malley,2021-01-22,2021,-300,250,23,8,0,14,5,0,31,33,188,180,192,195,Switch,Switch,Bantamweight,True,KO/TKO,2,1:43,59.26,69.74,1.3,0.98,27.64,16.5,1,3,UFC 195,Brazil
ufc_fight_02684,Amanda Nunes,The Lioness,Holly Holm,The Preacher's Daughter,Holly Holm,2014-05-10,2014,150,-180,21,1,0,11,6,0,27,24,184,195,171,170,Orthodox,Southpaw,Women's Bantamweight,False,KO/TKO,1,4:34,46.05,44.06,1.16,3.0,39.21,39.76,12,10,UFC 279,Abu Dhabi
ufc_fight_02685,Alexandre Pantoja,The Cannibal,Ciryl Gane,Bon Gamin,Alexandre Pantoja,2024-02-01,2024,-105,105,12,4,1,13,2,0,34,30,169,171,196,186,Orthodox,Southpaw,Flyweight,False,KO/TKO,1,1:40,33.65,36.86,2.42,3.38,14.62,54.25,7,2,UFC 301,Canada
ufc_fight_02686,Brandon Moreno,The Assassin Baby,Henry Cejudo,The Messenger,Brandon Moreno,2020-05-14,2020,-110,-110,23,7,0,20,5,1,39,27,192,166,196,215,Orthodox,Switch,Flyweight,False,Decision - Unanimous,3,5:00,53.32,63.56,2.74,2.58,14.56,62.32,5,11,UFC 300,Las Vegas
ufc_fight_02687,Movsar Evloev,,Tony Ferguson,El Cucuy,Tony Ferguson,2022-01-24,2022,-115,105,18,7,0,25,4,0,23,27,188,184,196,171,Switch,Switch,Featherweight,True,Decision - Split,5,5:00,40.59,66.31,1.4,3.28,63.98,70.88,10,0,UFC 176,New York
ufc_fight_02688,Alexandre Pantoja,The Cannibal,Demetrious Johnson,Mighty Mouse,Alexandre Pantoja,2016-10-02,2016,105,-115,15,7,0,27,4,0,32,33,191,180,194,199,Switch,Switch,Flyweight,False,Decision - Split,3,5:00,37.02,60.46,1.02,4.18,43.59,20.14,9,2,UFC 167,Canada
ufc_fight_02689,Arnold Allen,Almighty,Ilia Topuria,El Matador,Arnold Allen,2014-05-14,2014,170,-200,19,5,0,11,6,0,32,38,194,173,166,176,Orthodox,Orthodox,Featherweight,False,Decision - Majority,3,5:00,64.05,57.09,1.04,4.39,29.67,23.37,5,6,UFC 190,Australia
ufc_fight_02690,Tony Ferguson,El Cucuy,Dustin Poirier,The Diamond,Dustin Poirier,2017-10-19,2017,-400,320,9,1,0,21,1,0,34,25,192,198,214,166,Orthodox,Orthodox,Lightweight,False,KO/TKO,1,4:17,69.54,49.08,2.64,0.64,36.17,49.72,10,10,UFC 171,Los Angeles
ufc_fight_02691,Ilia Topuria,El Matador,Yoel Romero,Soldier of God,Yoel Romero,2021-02-12,2021,-250,200,20,0,0,27,7,0,24,33,191,197,214,178,Switch,Switch,Featherweight,False,KO/TKO,1,3:35,33.06,42.63,0.57,1.06,20.72,30.82,7,2,UFC 244,Los Angeles
ufc_fight_02692,Song Yadong,,TJ Dillashaw,,Song Yadong,2022-08-18,2022,200,-250,13,5,1,12,7,0,33,34,193,194,168,202,Switch,Orthodox,Bantamweight,True,Decision - Unanimous,5,5:00,44.66,48.73,4.61,1.24,77.89,43.32,4,6,UFC 177,Abu Dhabi
ufc_fight_02693,Carla Esparza,Cookie Monster,Joanna Jedrzejczyk,Joanna Champion,Carla Esparza,2022-03-10,2022,-110,-110,18,2,1,25,1,0,25,37,198,193,167,192,Orthodox,Orthodox,Women's Strawweight,False,KO/TKO,3,4:44,59.61,50.25,4.37,4.53,72.57,78.56,0,12,UFC 307,London
ufc_fight_02694,Arman Tsarukyan,,Michael Chiesa,Maverick,Michael Chiesa,2020-02-23,2020,-300,250,8,6,1,26,5,0,26,38,181,183,176,165,Southpaw,Orthodox,Lightweight,False,Submission,5,1:45,65.6,69.98,0.42,2.22,18.76,35.51,4,9,UFC 188,Las Vegas
ufc_fight_02695,Carla Esparza,Cookie Monster,Weili Zhang,Magnum,Carla Esparza,2019-01-19,2019,-180,150,26,6,0,12,7,0,38,23,173,178,179,177,Southpaw,Orthodox,Women's Strawweight,False,Submission,2,2:21,56.93,30.54,0.42,0.94,13.39,72.22,6,11,UFC 257,Los Angeles
ufc_fight_02696,Charles Oliveira,Do Bronx,Michael Chiesa,Maverick,Charles Oliveira,2015-09-14,2015,-115,105,8,5,0,12,7,0,27,29,174,179,165,188,Orthodox,Orthodox,Lightweight,False,Decision - Unanimous,3,5:00,37.32,32.82,4.64,3.82,26.5,70.82,6,1,UFC 258,Los Angeles
ufc_fight_02697,Jan Blachowicz,,Joanna Jedrzejczyk,Joanna Champion,Jan Blachowicz,2020-05-25,2020,-250,200,17,2,0,28,1,1,27,31,188,196,208,176,Orthodox,Switch,Light Heavyweight,False,KO/TKO,1,3:24,30.3,60.32,2.63,1.87,32.48,72.74,4,0,UFC 261,Brazil
ufc_fight_02698,Brian Ortega,T-City,Rafael dos Anjos,RDA,Rafael dos Anjos,2018-01-10,2018,-150,130,10,3,1,12,8,0,36,34,190,178,171,191,Orthodox,Switch,Featherweight,True,KO/TKO,1,1:58,45.55,64.68,1.2,1.75,25.95,32.86,4,1,UFC Fight Night 247,Abu Dhabi
ufc_fight_02699,Joanna Jedrzejczyk,Joanna Champion,Jessica Andrade,Bate Estaca,Jessica Andrade,2023-02-28,2023,130,-150,8,8,1,11,4,0,33,30,166,170,192,169,Orthodox,Switch,Women's Strawweight,True,Decision - Majority,5,5:00,51.05,66.42,3.52,2.6,18.04,56.68,4,9,UFC 259,Abu Dhabi
ufc_fight_02700,Francis Ngannou,The Predator,Tom Aspinall,,Tom Aspinall,2019-05-16,2019,-250,200,9,6,0,25,2,1,23,36,177,166,180,169,Switch,Orthodox,Heavyweight,False,Decision - Unanimous,3,5:00,39.59,34.99,1.5,2.12,22.23,62.69,11,6,UFC Fight Night 188,London
ufc_fight_02701,Yair Rodriguez,El Pantera,Brian Ortega,T-City,Yair Rodriguez,2014-06-11,2014,-110,-110,21,6,0,23,8,0,23,37,182,179,169,190,Orthodox,Orthodox,Featherweight,True,Decision - Majority,5,5:00,61.52,45.53,4.3,0.95,32.05,64.94,1,9,UFC Fight Night 170,Canada
ufc_fight_02702,Colby Covington,Chaos,Kamaru Usman,The Nigerian Nightmare,Kamaru Usman,2023-07-08,2023,-300,250,11,5,0,13,3,0,24,29,172,182,170,177,Orthodox,Orthodox,Welterweight,False,Decision - Split,3,5:00,30.99,48.86,3.52,2.36,63.57,14.47,7,2,UFC 290,New York
ufc_fight_02703,Arnold Allen,Almighty,Max Holloway,Blessed,Max Holloway,2021-04-08,2021,-250,200,26,6,0,18,0,0,34,24,168,169,211,185,Orthodox,Southpaw,Featherweight,False,Submission,3,4:28,56.17,33.85,1.58,2.09,25.33,28.19,10,8,UFC 196,Los Angeles
ufc_fight_02704,Stephen Thompson,Wonderboy,Julianna Pena,The Venezuelan Vixen,Stephen Thompson,2019-12-11,2019,320,-400,12,3,1,17,4,0,33,25,170,198,212,179,Southpaw,Orthodox,Welterweight,False,Submission,4,4:35,49.57,39.75,4.2,3.09,34.53,47.63,3,6,UFC Fight Night 218,Australia
ufc_fight_02705,Beneil Dariush,,Stephen Thompson,Wonderboy,Beneil Dariush,2021-08-15,2021,-150,130,16,3,0,19,5,0,32,24,188,165,191,215,Orthodox,Orthodox,Lightweight,False,Submission,3,3:38,51.22,33.07,2.33,2.97,41.87,73.79,2,4,UFC Fight Night 189,Brazil
ufc_fight_02706,Belal Muhammad,Remember the Name,Shavkat Rakhmonov,Nomad,Belal Muhammad,2016-10-29,2016,150,-180,17,5,0,17,1,1,25,39,173,177,193,192,Southpaw,Orthodox,Welterweight,False,Decision - Split,3,5:00,56.62,37.86,3.48,1.59,27.98,77.42,1,12,UFC 252,Las Vegas
ufc_fight_02707,Calvin Kattar,The Boston Finisher,Robert Whittaker,The Reaper,Robert Whittaker,2020-09-13,2020,-400,320,14,3,0,17,3,0,26,29,181,165,207,172,Orthodox,Orthodox,Featherweight,False,KO/TKO,2,0:46,30.28,63.64,0.24,4.36,23.49,13.88,6,2,UFC 219,New York
ufc_fight_02708,Jon Jones,Bones,Jiri Prochazka,BJP,Jiri Prochazka,2024-05-11,2024,170,-200,15,3,0,26,0,0,35,24,194,197,193,176,Southpaw,Orthodox,Light Heavyweight,False,Decision - Majority,3,5:00,35.28,37.87,4.88,0.87,56.36,67.47,3,2,UFC 281,Canada
ufc_fight_02709,Deiveson Figueiredo,Deus da Guerra,Demetrious Johnson,Mighty Mouse,Deiveson Figueiredo,2023-09-03,2023,-250,200,17,7,0,25,4,1,28,32,172,172,204,170,Orthodox,Orthodox,Flyweight,False,Decision - Unanimous,3,5:00,37.94,33.7,4.23,1.19,10.1,55.69,5,3,UFC 307,London
ufc_fight_02710,Robbie Lawler,Ruthless,Gilbert Burns,Durinho,Gilbert Burns,2021-07-14,2021,170,-200,13,5,0,21,1,0,24,27,176,192,189,192,Orthodox,Switch,Welterweight,False,KO/TKO,5,3:10,50.83,55.76,3.54,3.26,35.45,65.66,8,5,UFC 277,Australia
ufc_fight_02711,Derek Brunson,,Paulo Costa,The Eraser,Derek Brunson,2016-12-21,2016,320,-400,15,2,1,20,6,0,36,32,172,173,202,181,Orthodox,Switch,Middleweight,False,Decision - Majority,3,5:00,33.0,58.27,0.24,1.23,37.34,30.46,10,5,UFC 176,Brazil
ufc_fight_02712,Rose Namajunas,Thug,Carla Esparza,Cookie Monster,Carla Esparza,2017-07-21,2017,320,-400,9,4,0,11,2,0,31,38,199,173,173,167,Southpaw,Orthodox,Women's Strawweight,False,Decision - Split,3,5:00,34.15,36.49,0.78,3.85,29.0,69.74,6,4,UFC Fight Night 177,Australia
ufc_fight_02713,Paul Felder,The Irish Dragon,Michael Chiesa,Maverick,Michael Chiesa,2017-07-03,2017,105,-105,22,7,0,22,1,0,27,39,178,190,192,184,Orthodox,Orthodox,Lightweight,False,Submission,2,1:20,48.85,49.62,1.83,2.47,22.6,65.55,9,7,UFC Fight Night 188,Brazil
ufc_fight_02714,Michael Chiesa,Maverick,Beneil Dariush,,Michael Chiesa,2022-07-01,2022,-200,170,23,5,0,15,0,1,28,24,165,182,204,204,Orthodox,Orthodox,Lightweight,False,Decision - Unanimous,3,5:00,43.93,59.86,4.11,0.11,43.31,36.36,12,7,UFC 172,Las Vegas
ufc_fight_02715,Francis Ngannou,The Predator,Stipe Miocic,,Stipe Miocic,2017-07-12,2017,-115,105,14,4,0,28,8,0,38,32,177,172,196,213,Switch,Orthodox,Heavyweight,False,KO/TKO,4,1:24,68.26,54.74,3.99,0.61,48.05,48.8,11,3,UFC 283,Las Vegas
ufc_fight_02716,Amanda Nunes,The Lioness,Julianna Pena,The Venezuelan Vixen,Amanda Nunes,2016-09-13,2016,250,-300,19,4,0,20,7,0,24,23,194,200,170,179,Orthodox,Southpaw,Women's Bantamweight,False,Decision - Majority,3,5:00,55.09,58.77,3.04,3.04,68.12,38.93,4,8,UFC 192,Las Vegas
ufc_fight_02717,Song Yadong,,Merab Dvalishvili,The Machine,Merab Dvalishvili,2017-01-26,2017,105,-105,18,0,1,9,2,1,30,38,175,170,207,167,Orthodox,Switch,Bantamweight,False,Decision - Majority,3,5:00,31.79,38.26,3.28,0.82,51.64,44.71,8,8,UFC Fight Night 162,Los Angeles
ufc_fight_02718,Marvin Vettori,The Italian Dream,Tyron Woodley,The Chosen One,Marvin Vettori,2017-10-17,2017,105,-115,16,2,0,23,0,1,30,27,196,184,169,165,Southpaw,Orthodox,Middleweight,False,Decision - Majority,3,5:00,37.32,35.82,4.0,2.56,32.74,47.05,11,6,UFC 202,London
ufc_fight_02719,Jiri Prochazka,BJP,Glover Teixeira,,Jiri Prochazka,2022-04-18,2022,-150,130,20,2,0,15,4,0,33,30,196,179,204,211,Switch,Southpaw,Light Heavyweight,False,Decision - Unanimous,3,5:00,56.16,44.5,4.16,1.5,18.0,59.38,12,2,UFC 231,London
ufc_fight_02720,Anderson Silva,The Spider,Paul Felder,The Irish Dragon,Paul Felder,2017-01-27,2017,-400,320,18,2,0,13,4,1,34,28,177,177,204,204,Orthodox,Switch,Middleweight,False,Submission,1,4:12,30.45,67.68,1.37,2.91,28.13,44.98,4,6,UFC Fight Night 135,Los Angeles
ufc_fight_02721,Brandon Royval,Raw Dawg,Alexandre Pantoja,The Cannibal,Brandon Royval,2017-12-26,2017,130,-150,10,7,0,23,7,0,33,31,175,173,212,186,Orthodox,Orthodox,Flyweight,False,Submission,4,3:24,35.16,49.37,3.71,3.75,12.91,45.69,4,12,UFC Fight Night 153,Abu Dhabi
ufc_fight_02722,Francis Ngannou,The Predator,Tom Aspinall,,Francis Ngannou,2024-06-20,2024,200,-250,12,1,0,19,8,1,29,38,196,198,183,181,Orthodox,Southpaw,Heavyweight,False,Submission,4,0:46,40.07,65.57,4.64,4.03,69.75,62.59,1,12,UFC 155,New York
ufc_fight_02723,Tony Ferguson,El Cucuy,Dustin Poirier,The Diamond,Tony Ferguson,2021-11-19,2021,-300,250,19,1,1,10,7,1,30,39,195,190,202,212,Switch,Switch,Lightweight,True,Decision - Unanimous,5,5:00,47.28,33.99,2.19,1.14,15.99,25.61,10,3,UFC Fight Night 122,London
ufc_fight_02724,Michael Chiesa,Maverick,Dan Hooker,The Hangman,Dan Hooker,2023-09-12,2023,130,-150,15,1,0,17,1,0,31,35,181,166,208,213,Orthodox,Orthodox,Lightweight,False,Decision - Split,3,5:00,57.21,60.14,3.65,0.89,41.37,55.74,8,4,UFC Fight Night 148,Australia
ufc_fight_02725,Vicente Luque,The Silent Assassin,Nate Diaz,,Nate Diaz,2014-07-23,2014,320,-400,16,1,0,26,2,0,34,30,192,188,187,179,Orthodox,Orthodox,Welterweight,False,Decision - Unanimous,3,5:00,69.09,49.7,3.47,1.0,77.38,50.55,12,3,UFC 227,London
ufc_fight_02726,Anderson Silva,The Spider,Dricus du Plessis,Stillknocks,Anderson Silva,2020-12-11,2020,-150,130,12,2,1,27,7,0,33,29,183,198,198,202,Orthodox,Switch,Middleweight,False,KO/TKO,4,0:51,42.61,64.1,0.31,2.07,17.22,10.5,10,7,UFC 188,Brazil
ufc_fight_02727,Dricus du Plessis,Stillknocks,Sean Strickland,Tarzan,Sean Strickland,2016-05-31,2016,105,-115,27,0,1,21,1,0,34,33,195,196,186,174,Orthodox,Orthodox,Middleweight,False,Decision - Unanimous,3,5:00,67.25,45.37,2.44,2.87,23.78,62.69,4,4,UFC 213,Canada
ufc_fight_02728,Cain Velasquez,,Stipe Miocic,,Cain Velasquez,2017-01-23,2017,-110,-110,27,5,0,21,4,0,24,37,180,171,214,197,Orthodox,Orthodox,Heavyweight,False,KO/TKO,3,2:06,57.69,64.32,1.02,0.41,35.29,13.65,6,3,UFC 245,Australia
ufc_fight_02729,Arnold Allen,Almighty,Luke Rockhold,,Arnold Allen,2015-03-17,2015,250,-300,18,1,0,18,7,1,37,26,167,186,181,206,Orthodox,Switch,Featherweight,False,Submission,1,1:04,62.79,53.25,1.93,2.87,74.09,10.68,4,8,UFC 172,London
ufc_fight_02730,Yair Rodriguez,El Pantera,Movsar Evloev,,Yair Rodriguez,2022-06-15,2022,320,-400,25,5,0,22,5,0,35,36,171,183,193,201,Orthodox,Southpaw,Featherweight,False,KO/TKO,1,3:50,64.16,45.89,1.03,0.32,51.94,54.8,5,0,UFC 244,Brazil
ufc_fight_02731,Jessica Andrade,Bate Estaca,Rose Namajunas,Thug,Jessica Andrade,2024-06-14,2024,-150,130,26,7,0,25,4,1,27,38,182,184,201,190,Orthodox,Switch,Women's Strawweight,False,Submission,1,2:55,37.21,44.79,2.68,3.02,40.38,43.33,4,7,UFC Fight Night 175,Australia
ufc_fight_02732,Luke Rockhold,,Chris Weidman,The All-American,Luke Rockhold,2018-12-23,2018,250,-300,28,2,0,21,7,0,26,37,172,197,196,202,Orthodox,Switch,Middleweight,True,Decision - Majority,5,5:00,63.81,34.56,2.23,2.51,65.81,66.94,7,12,UFC 239,New York
ufc_fight_02733,Vicente Luque,The Silent Assassin,Gilbert Burns,Durinho,Gilbert Burns,2023-05-30,2023,-180,150,16,2,0,25,2,0,27,38,174,173,210,199,Orthodox,Orthodox,Welterweight,True,KO/TKO,3,0:48,41.39,46.49,3.04,1.21,61.89,69.75,2,12,UFC 299,Australia
ufc_fight_02734,Kelvin Gastelum,,Robert Whittaker,The Reaper,Robert Whittaker,2019-08-10,2019,105,-115,18,4,0,14,5,0,25,37,174,184,172,187,Southpaw,Orthodox,Middleweight,False,Submission,2,0:58,37.32,46.89,4.32,4.97,65.0,66.56,7,4,UFC Fight Night 122,Abu Dhabi
ufc_fight_02735,Julianna Pena,The Venezuelan Vixen,Amanda Nunes,The Lioness,Julianna Pena,2014-01-20,2014,130,-150,15,7,0,19,0,0,31,31,177,192,173,188,Orthodox,Southpaw,Women's Bantamweight,False,KO/TKO,1,3:02,61.39,53.42,3.9,1.06,28.05,63.7,5,10,UFC 167,London
ufc_fight_02736,Anderson Silva,The Spider,Deiveson Figueiredo,Deus da Guerra,Deiveson Figueiredo,2019-08-01,2019,-115,105,8,0,0,21,4,1,28,28,171,169,209,184,Orthodox,Southpaw,Middleweight,True,Decision - Unanimous,5,5:00,58.65,35.61,1.15,4.99,54.04,48.92,7,8,UFC Fight Night 220,Australia
ufc_fight_02737,Brandon Moreno,The Assassin Baby,Max Holloway,Blessed,Brandon Moreno,2024-09-04,2024,-110,-110,9,4,0,27,8,0,30,32,190,195,182,211,Orthodox,Switch,Flyweight,False,KO/TKO,1,1:44,32.18,46.72,0.24,2.6,68.46,63.35,7,5,UFC 221,Abu Dhabi
ufc_fight_02738,Rafael dos Anjos,RDA,Justin Gaethje,The Highlight,Justin Gaethje,2016-01-18,2016,105,-105,11,6,1,10,0,1,29,26,189,165,177,209,Southpaw,Orthodox,Lightweight,False,KO/TKO,1,3:12,59.36,38.72,3.7,1.72,78.04,55.76,10,6,UFC 209,Brazil
