home_score,away_score,point_differential,total_points,close_game,week,season_progress,playoff,division_game,overtime,spread_line,underdog_game,favorite_won,home_wins,away_wins,record_differential,combined_wins,rivalry_games,rivalry_intensity,has_qb_data,indoor_game,has_weather
10,16,-6,26,1,12,0.7058823529411765,0,1,0,-5.5,0,0,0,5,-5,5,11,0.22,0,0,1
9,17,-8,26,0,12,0.7058823529411765,0,0,0,-1.0,0,0,5,8,-3,13,3,0.06,0,0,1
22,35,-13,57,0,12,0.7058823529411765,0,1,0,3.5,0,1,3,3,0,6,10,0.2,0,1,0
6,45,-39,51,0,12,0.7058823529411765,0,0,0,-3.5,0,0,6,8,-2,14,1,0.02,0,0,1
15,26,-11,41,0,13,0.7647058823529411,0,0,0,6.5,0,1,6,8,-2,14,1,0.02,0,1,0
20,24,-4,44,1,13,0.7647058823529411,0,1,0,-5.5,0,0,4,5,-1,9,10,0.2,0,1,0
18,26,-8,44,0,13,0.7647058823529411,0,1,0,-7.0,1,0,3,9,-6,12,10,0.2,0,1,0
20,13,7,33,1,13,0.7647058823529411,0,1,0,-1.0,0,1,6,5,1,11,10,0.2,0,0,1
13,31,-18,44,0,13,0.7647058823529411,0,0,0,-6.5,0,0,2,8,-6,10,2,0.04,0,0,1
23,20,3,43,1,13,0.7647058823529411,0,1,0,-4.5,0,1,3,4,-1,7,10,0.2,0,0,1
7,34,-27,41,0,13,0.7647058823529411,0,1,0,-2.5,0,0,3,6,-3,9,10,0.2,0,1,0
28,22,6,50,1,13,0.7647058823529411,0,0,0,-3.5,0,1,7,10,-3,17,5,0.1,0,1,0
22,6,16,28,0,13,0.7647058823529411,0,0,0,-2.5,0,1,0,4,-4,4,1,0.02,0,0,1
40,9,31,49,0,13,0.7647058823529411,0,1,0,11.5,1,0,7,6,1,13,10,0.2,0,0,1
37,31,6,68,1,13,0.7647058823529411,0,0,0,-10.5,1,1,2,5,-3,7,1,0.02,0,0,1
20,17,3,37,1,13,0.7647058823529411,0,0,0,5.5,0,0,9,10,-1,19,1,0.02,0,0,1
11,28,-17,39,0,13,0.7647058823529411,0,0,0,-3.0,0,0,4,4,0,8,1,0.02,0,0,1
17,31,-14,48,0,13,0.7647058823529411,0,1,0,-1.0,0,0,6,6,0,12,10,0.2,0,1,0
21,29,-8,50,0,13,0.7647058823529411,0,0,0,10.5,1,1,5,2,3,7,3,0.06,0,0,1
37,30,7,67,1,13,0.7647058823529411,0,0,0,2.5,0,0,9,8,1,17,3,0.06,0,0,1
31,24,7,55,1,14,0.8235294117647058,0,0,0,-3.0,0,1,6,6,0,12,2,0.04,0,0,1
17,24,-7,41,1,14,0.8235294117647058,0,0,0,-6.5,0,0,9,10,-1,19,2,0.04,0,0,1
40,20,20,60,0,14,0.8235294117647058,0,1,0,3.5,0,0,3,5,-2,8,10,0.2,0,1,0
27,19,8,46,0,14,0.8235294117647058,0,1,0,6.5,0,0,5,1,4,6,10,0.2,0,0,1
24,38,-14,62,0,14,0.8235294117647058,0,0,0,8.0,1,1,8,4,4,12,2,0.04,0,1,0
20,7,13,27,0,14,0.8235294117647058,0,1,0,12.0,1,0,8,4,4,12,10,0.2,0,1,0
38,35,3,73,1,14,0.8235294117647058,0,0,0,3.0,0,0,5,6,-1,11,1,0.02,0,0,1
16,23,-7,39,1,14,0.8235294117647058,0,0,0,3.0,0,1,10,8,2,18,5,0.1,0,0,1
10,45,-35,55,0,14,0.8235294117647058,0,0,0,-3.5,0,0,4,4,0,8,4,0.08,0,0,1
22,21,1,43,1,14,0.8235294117647058,0,1,0,5.0,0,0,4,3,1,7,10,0.2,0,0,1
17,23,-6,40,1,14,0.8235294117647058,0,0,0,-2.5,0,0,3,7,-4,10,1,0.02,0,1,0
28,12,16,40,0,14,0.8235294117647058,0,1,0,1.0,0,0,7,10,-3,17,10,0.2,0,0,1
46,48,-2,94,1,14,0.8235294117647058,0,0,0,1.0,0,1,10,10,0,20,2,0.04,0,1,0
21,42,-21,63,0,14,0.8235294117647058,0,0,0,-3.0,0,0,6,7,-1,13,3,0.06,0,0,1
20,15,5,35,1,14,0.8235294117647058,0,0,0,13.0,1,0,9,3,6,12,3,0.06,0,0,1
23,17,6,40,1,14,0.8235294117647058,0,1,1,9.5,1,0,5,2,3,7,10,0.2,0,0,1
42,21,21,63,0,15,0.8823529411764706,0,0,0,17.0,1,0,11,5,6,16,1,0.02,0,0,1
22,29,-7,51,1,15,0.8823529411764706,0,0,0,10.5,1,1,11,4,7,15,2,0.04,0,0,1
10,17,-7,27,1,15,0.8823529411764706,0,0,0,1.0,0,1,8,9,-1,17,1,0.02,0,0,1
21,13,8,34,0,15,0.8823529411764706,0,1,0,4.0,0,0,10,7,3,17,10,0.2,0,0,1
38,24,14,62,0,15,0.8823529411764706,0,0,0,-3.0,0,1,3,6,-3,9,1,0.02,0,1,0
23,3,20,26,0,15,0.8823529411764706,0,1,0,10.0,1,0,9,5,4,14,10,0.2,0,0,1
21,24,-3,45,1,15,0.8823529411764706,0,1,0,3.0,0,1,8,8,0,16,10,0.2,0,0,1
16,20,-4,36,1,15,0.8823529411764706,0,0,0,7.0,1,1,6,4,2,10,1,0.02,0,0,1
44,21,23,65,0,15,0.8823529411764706,0,0,0,-1.0,0,1,6,8,-2,14,3,0.06,0,1,0
36,20,16,56,0,15,0.8823529411764706,0,0,0,3.5,0,0,2,3,-1,5,1,0.02,0,0,1
10,39,-29,49,0,15,0.8823529411764706,0,0,0,-1.0,0,0,5,9,-4,14,1,0.02,0,0,1
13,34,-21,47,0,15,0.8823529411764706,0,0,0,-10.5,1,0,1,10,-9,11,2,0.04,0,0,1
27,37,-10,64,0,15,0.8823529411764706,0,1,0,-7.0,1,0,3,6,-3,9,10,0.2,0,0,1
24,30,-6,54,1,15,0.8823529411764706,0,0,0,-6.0,0,0,5,10,-5,15,6,0.12,0,0,1
17,38,-21,55,0,15,0.8823529411764706,0,0,0,-5.5,0,0,4,6,-2,10,2,0.04,0,1,0
34,7,27,41,0,15,0.8823529411764706,0,0,0,8.0,1,0,10,6,4,16,1,0.02,0,1,0
24,17,7,41,1,16,0.9411764705882353,0,1,0,7.0,1,0,11,10,1,21,10,0.2,0,0,1
20,23,-3,43,1,16,0.9411764705882353,0,0,0,-3.0,0,0,7,9,-2,16,1,0.02,0,0,1
34,31,3,65,1,16,0.9411764705882353,0,1,0,7.0,1,0,11,8,3,19,10,0.2,0,0,1
13,27,-14,40,0,16,0.9411764705882353,0,1,0,8.0,1,1,11,4,7,15,10,0.2,0,0,1
15,31,-16,46,0,16,0.9411764705882353,0,1,0,-9.5,1,0,6,12,-6,18,10,0.2,0,0,1
38,6,32,44,0,16,0.9411764705882353,0,0,0,7.5,1,0,6,5,1,11,1,0.02,0,1,0
38,35,3,73,1,16,0.9411764705882353,0,0,1,-1.5,0,1,3,1,2,4,2,0.04,0,0,1
17,9,8,26,0,16,0.9411764705882353,0,1,0,-2.0,0,1,7,7,0,14,10,0.2,0,0,1
27,17,10,44,0,16,0.9411764705882353,0,0,0,9.5,1,0,5,4,1,9,1,0.02,0,0,1
24,12,12,36,0,16,0.9411764705882353,0,0,0,7.5,1,0,5,5,0,10,1,0.02,0,1,0
3,26,-23,29,0,16,0.9411764705882353,0,0,0,-6.5,0,0,7,10,-3,17,1,0.02,0,0,1
28,38,-10,66,0,16,0.9411764705882353,0,0,0,-3.5,0,0,8,11,-3,19,1,0.02,0,0,1
35,41,-6,76,1,16,0.9411764705882353,0,1,1,-1.0,0,0,3,3,0,6,10,0.2,0,0,1
17,24,-7,41,1,16,0.9411764705882353,0,1,0,7.5,1,1,5,6,-1,11,10,0.2,0,0,1
16,10,6,26,1,16,0.9411764705882353,0,0,0,-3.0,0,1,5,8,-3,13,2,0.04,0,0,1
10,23,-13,33,0,16,0.9411764705882353,0,1,0,4.0,0,1,10,11,-1,21,10,0.2,0,1,0
31,24,7,55,1,17,1.0,0,1,0,7.0,1,0,8,5,3,13,10,0.2,0,0,1
22,28,-6,50,1,17,1.0,0,1,1,1.0,0,1,7,6,1,13,10,0.2,0,0,1
19,21,-2,40,1,17,1.0,0,1,0,-5.5,0,0,10,7,3,17,10,0.2,0,1,0
33,23,10,56,0,17,1.0,0,1,0,-2.5,0,1,1,6,-5,7,10,0.2,0,0,1
20,23,-3,43,1,17,1.0,0,1,0,-13.5,1,0,4,12,-8,16,10,0.2,0,1,0
38,20,18,58,0,17,1.0,0,1,0,-5.0,0,1,5,7,-2,12,10,0.2,0,0,0
31,21,10,52,0,17,1.0,0,1,0,10.0,1,0,11,5,6,16,10,0.2,0,0,1
24,27,-3,51,1,17,1.0,0,1,0,17.5,1,1,12,4,8,16,10,0.2,0,0,1
10,42,-32,52,0,17,1.0,0,1,0,-13.5,1,0,5,12,-7,17,11,0.22,0,0,1
6,13,-7,19,1,17,1.0,0,1,0,-1.5,0,0,10,6,4,16,10,0.2,0,0,1
16,15,1,31,1,17,1.0,0,1,0,5.5,0,0,6,7,-1,13,10,0.2,0,0,1
17,34,-17,51,0,17,1.0,0,1,0,-4.0,0,0,4,8,-4,12,10,0.2,0,0,1
28,10,18,38,0,17,1.0,0,1,0,-2.0,0,1,13,8,5,21,11,0.22,0,0,1
21,26,-5,47,1,17,1.0,0,1,0,-3.5,0,0,11,12,-1,23,10,0.2,0,0,1
14,35,-21,49,0,17,1.0,0,1,0,-10.0,1,0,10,8,2,18,10,0.2,0,1,0
47,16,31,63,0,17,1.0,0,1,0,13.0,1,0,7,3,4,10,10,0.2,0,1,0
22,19,3,41,1,18,1.0588235294117647,1,0,1,2.5,0,0,10,10,0,20,3,0.06,0,1,0
13,20,-7,33,1,18,1.0588235294117647,1,0,0,4.5,0,1,12,9,3,21,3,0.06,0,0,1
20,26,-6,46,1,18,1.0588235294117647,1,0,1,7.5,1,1,13,10,3,23,4,0.08,0,1,0
9,17,-8,26,0,18,1.0588235294117647,1,0,0,1.0,0,1,9,11,-2,20,3,0.06,0,0,1
27,10,17,37,0,19,1.1176470588235294,1,0,0,7.0,1,0,13,11,2,24,2,0.04,0,0,1
12,28,-16,40,0,19,1.1176470588235294,1,0,0,10.0,1,1,14,10,4,24,3,0.06,0,0,1
51,31,20,82,0,19,1.1176470588235294,1,0,0,10.0,1,0,12,11,1,23,4,0.08,0,0,0
28,23,5,51,1,19,1.1176470588235294,1,0,0,4.5,0,0,13,12,1,25,6,0.12,0,0,1
37,20,17,57,0,20,1.1764705882352942,1,0,0,8.0,1,0,14,14,0,28,2,0.04,0,0,1
35,24,11,59,0,20,1.1764705882352942,1,0,0,7.5,1,0,13,11,2,24,3,0.06,0,0,0
31,20,11,51,0,21,1.2352941176470589,1,0,0,1.5,0,0,14,15,-1,29,2,0.04,0,0,0
34,20,14,54,0,1,0.058823529411764705,0,0,0,9.5,1,0,0,0,0,0,6,0.12,0,0,1
20,24,-4,44,1,1,0.058823529411764705,0,1,0,7.0,1,1,0,0,0,0,12,0.24,0,0,1
23,27,-4,50,1,1,0.058823529411764705,0,1,0,2.5,0,1,0,0,0,0,12,0.24,0,1,0
38,6,32,44,0,1,0.058823529411764705,0,1,0,7.0,1,0,0,0,0,0,12,0.24,0,0,1
20,17,3,37,1,1,0.058823529411764705,0,0,0,1.0,0,0,0,0,0,0,4,0.08,0,1,0
34,43,-9,77,0,1,0.058823529411764705,0,1,0,1.0,0,1,0,0,0,0,12,0.24,0,1,0
27,20,7,47,1,1,0.058823529411764705,0,1,0,-7.0,1,1,0,0,0,0,12,0.24,0,0,1
13,16,-3,29,1,1,0.058823529411764705,0,0,0,-2.5,0,0,0,0,0,0,2,0.04,0,0,1
30,34,-4,64,1,1,0.058823529411764705,0,0,0,-3.0,0,0,0,0,0,0,1,0.02,0,0,1
21,11,10,32,0,1,0.058823529411764705,0,1,0,7.5,1,0,0,0,0,0,12,0.24,0,0,1
27,17,10,44,0,1,0.058823529411764705,0,1,0,6.5,0,0,0,0,0,0,12,0.24,0,0,1
27,17,10,44,0,1,0.058823529411764705,0,1,0,-5.5,0,1,0,0,0,0,12,0.24,0,0,1
25,38,-13,63,0,1,0.058823529411764705,0,0,0,1.0,0,1,0,0,0,0,4,0.08,0,1,0
34,23,11,57,0,1,0.058823529411764705,0,1,0,4.0,0,0,0,0,0,0,12,0.24,0,1,0
16,26,-10,42,0,1,0.058823529411764705,0,0,0,-6.0,0,0,0,0,0,0,1,0.02,0,0,1
14,16,-2,30,1,1,0.058823529411764705,0,0,0,-3.0,0,0,0,0,0,0,2,0.04,0,0,1
35,30,5,65,1,2,0.11764705882352941,0,1,0,6.0,0,0,0,0,0,0,12,0.24,0,0,1
40,39,1,79,1,2,0.11764705882352941,0,0,0,3.0,0,0,0,0,0,0,3,0.06,0,1,0
16,33,-17,49,0,2,0.11764705882352941,0,0,0,-7.5,1,0,0,1,-1,1,3,0.06,0,1,0
28,31,-3,59,1,2,0.11764705882352941,0,1,0,-5.5,0,0,0,1,-1,1,12,0.24,0,0,1
31,17,14,48,0,2,0.11764705882352941,0,1,0,7.5,1,0,0,0,0,0,12,0.24,0,0,1
26,21,5,47,1,2,0.11764705882352941,0,0,0,6.0,0,0,1,0,1,1,3,0.06,0,0,1
42,21,21,63,0,2,0.11764705882352941,0,1,0,7.0,1,0,1,0,1,1,12,0.24,0,0,1
33,30,3,63,1,2,0.11764705882352941,0,1,0,7.0,1,0,1,1,0,2,12,0.24,0,0,1
20,23,-3,43,1,2,0.11764705882352941,0,1,1,-8.5,1,0,1,1,0,2,12,0.24,0,1,0
19,37,-18,56,0,2,0.11764705882352941,0,0,0,2.0,0,1,0,1,-1,1,3,0.06,0,0,1
28,11,17,39,0,2,0.11764705882352941,0,0,0,3.5,0,0,0,0,0,0,1,0.02,0,1,0
35,30,5,65,1,2,0.11764705882352941,0,0,0,4.0,0,0,1,1,0,2,2,0.04,0,0,1
17,13,4,30,1,2,0.11764705882352941,0,0,0,4.5,0,0,1,0,1,1,3,0.06,0,0,1
13,31,-18,44,0,2,0.11764705882352941,0,0,0,-7.0,1,0,0,0,0,0,1,0.02,0,0,1
30,15,15,45,0,2,0.11764705882352941,0,0,0,7.5,1,0,1,1,0,2,4,0.08,0,1,0
34,24,10,58,0,2,0.11764705882352941,0,0,0,-4.0,0,1,1,1,0,2,1,0.02,0,1,0
13,31,-18,44,0,3,0.17647058823529413,0,0,0,3.0,0,1,1,0,1,1,3,0.06,0,0,1
16,21,-5,37,1,3,0.17647058823529413,0,0,0,6.0,0,1,1,0,1,1,1,0.02,0,1,0
26,30,-4,56,1,3,0.17647058823529413,0,0,0,2.5,0,1,0,2,-2,2,2,0.04,0,1,0
23,23,0,46,1,3,0.17647058823529413,0,0,1,5.5,0,1,0,0,0,0,1,0.02,0,0,1
38,31,7,69,1,3,0.17647058823529413,0,0,0,5.5,0,0,2,1,1,3,5,0.1,0,0,1
23,26,-3,49,1,3,0.17647058823529413,0,0,0,4.5,0,1,2,0,2,2,5,0.1,0,1,0
30,37,-7,67,1,3,0.17647058823529413,0,0,0,3.5,0,1,1,2,-1,3,2,0.04,0,1,0
28,21,7,49,1,3,0.17647058823529413,0,0,0,4.0,0,0,2,0,2,2,2,0.04,0,0,1
35,32,3,67,1,3,0.17647058823529413,0,0,0,1.5,0,0,2,2,0,4,1,0.02,0,0,1
36,20,16,56,0,3,0.17647058823529413,0,0,0,7.0,1,0,1,2,-1,3,2,0.04,0,0,1
36,7,29,43,0,3,0.17647058823529413,0,0,0,12.5,1,0,1,0,1,1,3,0.06,0,1,0
9,36,-27,45,0,3,0.17647058823529413,0,0,0,-3.0,0,0,0,1,-1,1,4,0.08,0,0,1
10,28,-18,38,0,3,0.17647058823529413,0,0,0,-6.0,0,0,0,1,-1,1,1,0.02,0,0,1
30,31,-1,61,1,3,0.17647058823529413,0,0,0,-3.0,0,0,0,2,-2,2,1,0.02,0,1,0
34,20,14,54,0,3,0.17647058823529413,0,0,0,7.5,1,0,1,1,0,2,1,0.02,0,0,1
20,34,-14,54,0,3,0.17647058823529413,0,0,0,3.5,0,1,2,2,0,4,3,0.06,0,0,1
28,37,-9,65,0,4,0.23529411764705882,0,0,0,1.0,0,1,0,0,0,0,3,0.06,0,0,1
31,21,10,52,0,4,0.23529411764705882,0,0,0,-3.0,0,1,1,2,-1,3,4,0.08,0,0,1
17,31,-14,48,0,4,0.23529411764705882,0,0,0,-14.5,1,0,1,2,-1,3,1,0.02,0,0,1
23,30,-7,53,1,4,0.23529411764705882,0,0,0,-3.0,0,0,2,3,-1,5,3,0.06,0,1,0
38,49,-11,87,0,4,0.23529411764705882,0,0,0,3.5,0,1,1,2,-1,3,1,0.02,0,1,0
11,19,-8,30,0,4,0.23529411764705882,0,0,0,-3.5,0,0,3,2,1,5,1,0.02,0,0,1
33,25,8,58,0,4,0.23529411764705882,0,0,0,1.0,0,0,1,1,0,2,3,0.06,0,0,1
38,31,7,69,1,4,0.23529411764705882,0,0,0,7.5,1,0,2,1,1,3,1,0.02,0,0,1
23,31,-8,54,0,4,0.23529411764705882,0,0,0,3.5,0,1,0,0,0,0,1,0.02,0,1,0
29,35,-6,64,1,4,0.23529411764705882,0,0,0,-3.0,0,0,1,1,0,2,4,0.08,0,1,0
17,9,8,26,0,4,0.23529411764705882,0,0,0,13.5,1,0,2,0,2,2,3,0.06,0,1,0
20,25,-5,45,1,4,0.23529411764705882,0,0,0,8.5,1,1,2,0,2,2,2,0.04,0,0,1
23,31,-8,54,0,4,0.23529411764705882,0,0,0,-4.5,0,0,1,3,-2,4,1,0.02,0,0,1
30,16,14,46,0,4,0.23529411764705882,0,0,0,5.0,0,0,3,0,3,3,5,0.1,0,0,1
26,10,16,36,0,4,0.23529411764705882,0,0,0,7.0,1,0,3,2,1,5,6,0.12,0,0,1
20,19,1,39,1,5,0.29411764705882354,0,0,0,-3.5,0,1,3,3,0,6,5,0.1,0,0,1
10,30,-20,40,0,5,0.29411764705882354,0,0,0,-7.0,1,0,0,2,-2,2,1,0.02,0,0,1
16,23,-7,39,1,5,0.29411764705882354,0,1,0,2.5,0,1,0,2,-2,2,12,0.24,0,1,0
27,3,24,30,0,5,0.29411764705882354,0,1,0,12.5,1,0,3,2,1,5,12,0.24,0,0,1
32,23,9,55,0,5,0.29411764705882354,0,0,0,1.0,0,0,3,3,0,6,2,0.04,0,0,1
30,14,16,44,0,5,0.29411764705882354,0,1,0,6.5,0,0,0,1,-1,1,12,0.24,0,1,0
10,30,-20,40,0,5,0.29411764705882354,0,0,0,-7.0,1,0,1,3,-2,4,3,0.06,0,0,1
32,40,-8,72,0,5,0.29411764705882354,0,1,0,11.0,1,1,4,2,2,6,12,0.24,0,0,1
17,43,-26,60,0,5,0.29411764705882354,0,0,0,8.5,1,1,2,1,1,3,1,0.02,0,0,1
27,26,1,53,1,5,0.29411764705882354,0,0,0,6.5,0,0,4,1,3,5,4,0.08,0,0,1
37,34,3,71,1,5,0.29411764705882354,0,1,0,7.5,1,0,1,0,1,1,12,0.24,0,1,0
38,29,9,67,0,5,0.29411764705882354,0,0,0,7.5,1,0,3,1,2,4,1,0.02,0,0,1
30,27,3,57,1,5,0.29411764705882354,0,0,1,7.0,1,0,2,1,1,3,1,0.02,0,1,0
42,16,26,58,0,5,0.29411764705882354,0,0,0,-3.0,0,1,3,4,-1,7,3,0.06,0,0,1
23,40,-17,63,0,6,0.35294117647058826,0,0,0,3.5,0,1,1,0,1,1,4,0.08,0,1,0
28,30,-2,58,1,6,0.35294117647058826,0,0,0,-10.5,1,0,1,4,-3,5,1,0.02,0,0,1
16,23,-7,39,1,6,0.35294117647058826,0,0,0,2.0,0,1,3,4,-1,7,2,0.04,0,0,1
31,27,4,58,1,6,0.35294117647058826,0,0,0,7.5,1,0,3,2,1,5,4,0.08,0,1,0
38,7,31,45,0,6,0.35294117647058826,0,1,0,3.0,0,0,4,4,0,8,12,0.24,0,0,1
12,18,-6,30,1,6,0.35294117647058826,0,0,0,7.0,1,1,2,1,1,3,5,0.1,0,0,1
16,34,-18,50,0,6,0.35294117647058826,0,0,0,-3.0,0,0,1,1,0,2,1,0.02,0,0,1
38,10,28,48,0,6,0.35294117647058826,0,0,0,-3.0,0,1,3,4,-1,7,2,0.04,0,0,1
42,36,6,78,1,6,0.35294117647058826,0,1,1,4.0,0,0,4,1,3,5,12,0.24,0,0,1
24,16,8,40,0,6,0.35294117647058826,0,1,0,-2.0,0,1,2,4,-2,6,12,0.24,0,0,1
24,0,24,24,0,6,0.35294117647058826,0,1,0,9.5,1,0,2,0,2,2,12,0.24,0,0,1
20,19,1,39,1,6,0.35294117647058826,0,1,0,2.0,0,0,0,1,-1,1,12,0.24,0,0,1
10,38,-28,48,0,6,0.35294117647058826,0,0,0,1.0,0,1,2,3,-1,5,2,0.04,0,1,0
17,26,-9,43,0,6,0.35294117647058826,0,0,0,-5.5,0,0,4,4,0,8,3,0.06,0,0,1
22,21,1,43,1,7,0.4117647058823529,0,1,0,5.0,0,0,1,1,0,2,12,0.24,0,0,1
10,18,-8,28,0,7,0.4117647058823529,0,1,0,-9.5,1,0,0,4,-4,4,12,0.24,0,0,1
27,24,3,51,1,7,0.4117647058823529,0,1,0,7.0,1,0,3,3,0,6,13,0.26,0,1,0
34,37,-3,71,1,7,0.4117647058823529,0,1,0,-4.5,0,0,2,4,-2,6,12,0.24,0,0,1
25,3,22,28,0,7,0.4117647058823529,0,1,0,-1.0,0,1,1,2,-1,3,12,0.24,0,0,1
22,23,-1,45,1,7,0.4117647058823529,0,0,0,1.0,0,1,1,2,-1,3,2,0.04,0,1,0
20,35,-15,55,0,7,0.4117647058823529,0,0,0,-2.5,0,0,1,4,-3,5,1,0.02,0,1,0
39,29,10,68,0,7,0.4117647058823529,0,0,0,8.0,1,0,1,1,0,2,5,0.1,0,1,0
16,43,-27,59,0,7,0.4117647058823529,0,1,0,-7.0,1,0,2,5,-3,7,12,0.24,0,0,1
24,27,-3,51,1,7,0.4117647058823529,0,0,0,1.0,0,1,5,5,0,10,2,0.04,0,0,1
37,34,3,71,1,7,0.4117647058823529,0,1,1,-3.5,0,1,4,5,-1,9,12,0.24,0,1,0
6,33,-27,39,0,7,0.4117647058823529,0,0,0,3.0,0,1,2,3,-1,5,1,0.02,0,0,1
20,45,-25,65,0,7,0.4117647058823529,0,0,0,-3.5,0,0,3,4,-1,7,1,0.02,0,1,0
24,10,14,34,0,7,0.4117647058823529,0,0,0,6.5,0,0,4,5,-1,9,3,0.06,0,1,0
17,25,-8,42,0,8,0.47058823529411764,0,1,0,1.5,0,1,3,1,2,4,12,0.24,0,0,1
23,9,14,32,0,8,0.47058823529411764,0,1,0,10.0,1,0,2,2,0,4,12,0.24,0,0,1
21,41,-20,62,0,8,0.47058823529411764,0,0,0,-3.5,0,0,3,4,-1,7,1,0.02,0,1,0
31,30,1,61,1,8,0.47058823529411764,0,1,0,-3.0,0,1,2,2,0,4,12,0.24,0,0,1
28,17,11,45,0,8,0.47058823529411764,0,0,0,-3.5,0,1,3,5,-2,8,1,0.02,0,0,1
6,16,-10,22,0,8,0.47058823529411764,0,0,0,1.0,0,1,5,3,2,8,3,0.06,0,0,1
22,28,-6,50,1,8,0.47058823529411764,0,1,0,5.5,0,1,5,1,4,6,12,0.24,0,0,1
24,21,3,45,1,8,0.47058823529411764,0,1,0,4.0,0,0,5,2,3,7,12,0.24,0,0,1
23,26,-3,49,1,8,0.47058823529411764,0,0,1,-5.5,0,0,5,4,1,9,3,0.06,0,0,1
35,9,26,44,0,8,0.47058823529411764,0,0,0,20.0,1,0,6,0,6,6,3,0.06,0,0,1
24,28,-4,52,1,8,0.47058823529411764,0,1,0,4.0,0,1,5,6,-1,11,13,0.26,0,0,1
37,27,10,64,0,8,0.47058823529411764,0,1,0,1.0,0,0,5,4,1,9,12,0.24,0,0,1
31,20,11,51,0,8,0.47058823529411764,0,0,0,-7.5,1,1,2,5,-3,7,2,0.04,0,0,1
23,25,-2,48,1,8,0.47058823529411764,0,0,0,-13.0,1,0,1,5,-4,6,4,0.08,0,0,1
17,34,-17,51,0,9,0.5294117647058824,0,0,0,-6.0,0,0,4,5,-1,9,4,0.08,0,0,1
10,24,-14,34,0,9,0.5294117647058824,0,0,0,1.0,0,1,5,5,0,10,2,0.04,0,1,0
33,31,2,64,1,9,0.5294117647058824,0,0,0,10.0,1,0,7,3,4,10,1,0.02,0,0,1
24,17,7,41,1,9,0.5294117647058824,0,0,0,6.5,0,0,5,5,0,10,1,0.02,0,0,1
34,27,7,61,1,9,0.5294117647058824,0,0,0,4.5,0,0,2,3,-1,5,1,0.02,0,1,0
34,20,14,54,0,9,0.5294117647058824,0,1,0,3.0,0,0,2,3,-1,5,12,0.24,0,1,0
25,27,-2,52,1,9,0.5294117647058824,0,1,0,-7.0,1,0,1,1,0,2,12,0.24,0,0,1
26,31,-5,57,1,9,0.5294117647058824,0,1,0,-1.0,0,0,2,4,-2,6,12,0.24,0,1,0
31,34,-3,65,1,9,0.5294117647058824,0,0,0,6.0,0,1,5,4,1,9,1,0.02,0,1,0
3,38,-35,41,0,9,0.5294117647058824,0,1,0,3.0,0,1,6,5,1,11,12,0.24,0,0,1
20,23,-3,43,1,9,0.5294117647058824,0,1,0,3.0,0,1,2,1,1,3,12,0.24,0,0,1
19,24,-5,43,1,9,0.5294117647058824,0,0,0,-14.0,1,0,2,7,-5,9,1,0.02,0,1,0
44,34,10,78,0,9,0.5294117647058824,0,0,0,-3.0,0,1,6,6,0,12,1,0.02,0,0,1
27,30,-3,57,1,9,0.5294117647058824,0,1,0,-9.5,1,0,0,2,-2,2,12,0.24,0,0,1
17,34,-17,51,0,10,0.5882352941176471,0,1,0,-1.0,0,0,6,5,1,11,12,0.24,0,0,1
23,17,6,40,1,10,0.5882352941176471,0,0,0,-7.0,1,1,3,6,-3,9,3,0.06,0,0,1
32,30,2,62,1,10,0.5882352941176471,0,0,0,3.0,0,0,5,7,-2,12,1,0.02,0,1,0
36,10,26,46,0,10,0.5882352941176471,0,1,0,6.5,0,0,8,3,5,11,13,0.26,0,0,1
37,12,25,49,0,10,0.5882352941176471,0,1,0,3.5,0,0,5,3,2,8,12,0.24,0,1,0
10,7,3,17,1,10,0.5882352941176471,0,0,0,4.5,0,0,5,2,3,7,3,0.06,0,0,1
24,20,4,44,1,10,0.5882352941176471,0,0,0,13.5,1,0,6,1,5,7,1,0.02,0,0,1
29,21,8,50,0,10,0.5882352941176471,0,0,0,1.0,0,0,5,2,3,7,5,0.1,0,0,1
27,17,10,44,0,10,0.5882352941176471,0,1,0,-4.5,0,1,2,3,-1,5,12,0.24,0,0,1
23,16,7,39,1,10,0.5882352941176471,0,1,0,3.0,0,0,5,6,-1,11,12,0.24,0,1,0
27,13,14,40,0,10,0.5882352941176471,0,0,0,9.5,1,0,6,4,2,10,3,0.06,0,1,0
23,46,-23,69,0,10,0.5882352941176471,0,1,0,-6.0,0,0,3,6,-3,9,12,0.24,0,0,1
30,27,3,57,1,10,0.5882352941176471,0,0,0,2.5,0,0,3,2,1,5,2,0.04,0,1,0
13,19,-6,32,1,10,0.5882352941176471,0,1,0,-3.5,0,0,5,3,2,8,12,0.24,0,0,1
28,21,7,49,1,11,0.6470588235294118,0,1,0,3.0,0,0,6,6,0,12,12,0.24,0,0,1
24,9,15,33,0,11,0.6470588235294118,0,1,0,3.5,0,0,7,3,4,10,12,0.24,0,1,0
20,9,11,29,0,11,0.6470588235294118,0,0,0,2.0,0,0,2,3,-1,5,1,0.02,0,0,1
28,31,-3,59,1,11,0.6470588235294118,0,0,0,7.0,1,1,4,2,2,6,2,0.04,0,1,0
20,0,20,20,0,11,0.6470588235294118,0,0,0,-3.0,0,1,3,4,-1,7,3,0.06,0,0,1
34,31,3,65,1,11,0.6470588235294118,0,0,1,1.5,0,0,6,7,-1,13,1,0.02,0,1,0
